filename,command,timestamp
124_speech_true_Lüftung_aus,Lüftung aus,8.294871794871796
124_speech_true_Lüftung_aus,Ofen aus,14.807692307692308
126_speech_true_Staubsauger_an_Radio_aus,Staubsauger an,10.192307692307692
126_speech_true_Staubsauger_an_Radio_aus,Radio aus,17.064102564102566
128_speech_true_Alarm_an,Fernseher aus,8.91025641025641
128_speech_true_Alarm_an,Alarm an,14.935897435897436
129_speech_false_Heizung_aus_Licht_aus,Alarm an,13.85897435897436
129_speech_false_Heizung_aus_Licht_aus,Staubsauger aus,19.32051282051282
129_speech_false_Heizung_aus_Licht_aus,Lüftung aus,21.5
130_speech_true_Licht_aus,Licht aus,12.448717948717949
133_speech_true_Heizung_an,Heizung an,9.807692307692308
134_speech_false_Lüftung_aus,Lüftung aus,15.91025641025641
135_speech_true_Ofen_an_Radio_an,Licht aus,7.423076923076923
135_speech_true_Ofen_an_Radio_an,Ofen an,12.782051282051283
135_speech_true_Ofen_an_Radio_an,Radio an,14.884615384615385
140_speech_true_Fernseher_an,Fernseher an,9.782051282051283
148_speech_false_Lüftung_an,Lüftung an,6.576923076923077
150_speech_false_Lüftung_aus_Heizung_aus,Lüftung aus,10.782051282051283
150_speech_false_Lüftung_aus_Heizung_aus,Heizung aus,12.653846153846153
151_speech_true_Heizung_aus_Licht_aus,Staubsauger aus,8.448717948717949
151_speech_true_Heizung_aus_Licht_aus,Lüftung aus,9.474358974358974
152_speech_true_Licht_an,Licht an,11.73076923076923
157_speech_true_Fernseher_aus,Staubsauger aus,11.653846153846153
157_speech_true_Fernseher_aus,Fernseher aus,19.91025641025641
163_speech_true_Fernseher_aus_Licht_aus,Staubsauger aus,11.833333333333334
163_speech_true_Fernseher_aus_Licht_aus,Staubsauger aus,14.5
164_speech_true_Heizung_aus,Staubsauger aus,8.474358974358974
165_speech_false_Lüftung_aus,Lüftung aus,11.576923076923077
165_speech_false_Lüftung_aus,Heizung aus,22.294871794871796
166_speech_true_Ofen_an_Radio_an,Ofen an,9.987179487179487
166_speech_true_Ofen_an_Radio_an,Radio an,12.448717948717949
167_speech_false_Alarm_an,Alarm an,8.884615384615385
168_speech_true_Staubsauger_an,Staubsauger an,11.320512820512821
169_speech_false_Ofen_an_Radio_an,Heizung an,5.166666666666667
169_speech_false_Ofen_an_Radio_an,Ofen an,19.294871794871796
174_speech_true_Licht_aus,Lüftung aus,13.525641025641026
180_speech_true_Alarm_an_Staubsauger_an_Radio_an,Radio an,16.243589743589745
180_speech_true_Alarm_an_Staubsauger_an_Radio_an,Fernseher aus,19.602564102564102
182_speech_false_Heizung_an_Licht_aus,Staubsauger an,12.012820512820513
182_speech_false_Heizung_an_Licht_aus,Licht aus,16.67948717948718
183_speech_false_Fernseher_aus_Lüftung_aus,Staubsauger aus,11.346153846153847
183_speech_false_Fernseher_aus_Lüftung_aus,Staubsauger aus,17.987179487179485
184_speech_true_Licht_an_Licht_aus,Licht an,8.91025641025641
184_speech_true_Licht_an_Licht_aus,Licht aus,18.064102564102566
185_speech_true_Ofen_aus_Alarm_an_Ofen_aus,Staubsauger aus,2.269230769230769
185_speech_true_Ofen_aus_Alarm_an_Ofen_aus,Ofen aus,7.294871794871795
186_speech_false_Radio_an,Alarm an,13.448717948717949
194_speech_false_Staubsauger_an,Staubsauger an,16.346153846153847
195_speech_true_Alarm_aus,Alarm aus,13.935897435897436
197_speech_false_Ofen_an_Fernseher_aus,Ofen an,21.21794871794872
197_speech_false_Ofen_an_Fernseher_aus,Fernseher aus,23.653846153846153
199_speech_true_Radio_aus,Radio aus,14.448717948717949
200_speech_false_Licht_aus_Alarm_an,Alarm an,8.217948717948719
201_speech_false_Radio_an,Radio an,5.730769230769231
202_speech_true_Ofen_aus_Staubsauger_an,Ofen aus,5.628205128205129
202_speech_true_Ofen_aus_Staubsauger_an,Staubsauger an,7.243589743589744
206_speech_true_Licht_an_Heizung_an,Licht an,1.064102564102564
206_speech_true_Licht_an_Heizung_an,Heizung an,7.910256410256411
215_speech_false_Heizung_aus_Licht_aus,Heizung aus,4.064102564102564
215_speech_false_Heizung_aus_Licht_aus,Lüftung aus,12.320512820512821
216_speech_true_Fernseher_an_Licht_aus,Lüftung aus,12.705128205128204
217_speech_true_Lüftung_an,Lüftung aus,7.166666666666667
218_speech_false_Fernseher_an,Fernseher an,8.576923076923077
220_speech_false_Heizung_aus_Licht_aus,Heizung aus,10.679487179487179
220_speech_false_Heizung_aus_Licht_aus,Lüftung aus,14.038461538461538
221_speech_true_Heizung_aus_Lüftung_an,Radio an,5.141025641025641
221_speech_true_Heizung_aus_Lüftung_an,Lüftung an,8.807692307692308
222_speech_true_Fernseher_aus,Fernseher aus,10.705128205128204
223_speech_false_Ofen_an,Ofen an,8.628205128205128
226_speech_true_Alarm_an_Radio_aus,Heizung aus,3.0384615384615383
230_speech_false_Licht_aus_Heizung_aus,Licht aus,12.807692307692308
230_speech_false_Licht_aus_Heizung_aus,Heizung aus,16.064102564102562
231_speech_true_Fernseher_an_Lüftung_an,Fernseher an,6.782051282051282
231_speech_true_Fernseher_an_Lüftung_an,Lüftung an,15.628205128205128
232_speech_true_Heizung_aus,Licht aus,0.5
232_speech_true_Heizung_aus,Heizung aus,7.5256410256410255
238_speech_false_Heizung_an,Heizung an,3.08974358974359
240_speech_true_Licht_an_Radio_aus_Staubsauger_aus,Lüftung an,6.858974358974359
240_speech_true_Licht_an_Radio_aus_Staubsauger_aus,Radio aus,11.423076923076923
240_speech_true_Licht_an_Radio_aus_Staubsauger_aus,Staubsauger aus,13.884615384615385
275_speech_false_Heizung_an,Heizung an,8.217948717948719
277_speech_false_Licht_aus_Lüftung_an,Licht aus,4.756410256410256
279_speech_false_Alarm_aus,Radio aus,9.653846153846153
287_speech_false_Fernseher_an_Heizung_aus_Licht_an_Lüftung_aus,Heizung aus,4.115384615384615
289_speech_false_Ofen_an_Alarm_aus_Radio_an_Staubsauger_aus,Alarm aus,2.3205128205128203
289_speech_false_Ofen_an_Alarm_aus_Radio_an_Staubsauger_aus,Radio an,6.8076923076923075
289_speech_false_Ofen_an_Alarm_aus_Radio_an_Staubsauger_aus,Staubsauger aus,9.397435897435898
293_speech_false_Fernseher_an,Fernseher an,9.705128205128204
295_speech_false_Licht_aus_Lüftung_an,Licht aus,8.628205128205128
295_speech_false_Licht_aus_Lüftung_an,Lüftung an,13.628205128205128
296_speech_true_Licht_an_Heizung_aus,Staubsauger aus,3.0384615384615383
296_speech_true_Licht_an_Heizung_aus,Licht an,9.833333333333334
296_speech_true_Licht_an_Heizung_aus,Heizung aus,15.91025641025641
298_speech_true_Alarm_aus,Alarm aus,8.038461538461538
301_speech_true_Staubsauger_aus_Radio_an,Staubsauger aus,12.576923076923077
301_speech_true_Staubsauger_aus_Radio_an,Radio an,16.833333333333332
302_speech_true_Radio_an,Radio an,15.653846153846153
303_speech_false_Ofen_aus,Licht aus,7.141025641025641
306_speech_false_Staubsauger_an_Alarm_an,Alarm an,21.397435897435898
308_speech_true_Heizung_an,Heizung an,11.397435897435898
310_speech_true_Radio_an,Radio an,8.935897435897436
335_speech_true_Radio_aus,Radio aus,15.602564102564102
337_speech_false_Staubsauger_aus,Staubsauger aus,12.551282051282051
340_speech_false_Ofen_an_Licht_aus,Licht aus,4.269230769230769
340_speech_false_Ofen_an_Licht_aus,Lüftung aus,11.961538461538462
341_speech_true_Lüftung_aus,Lüftung aus,16.5
342_speech_false_Fernseher_aus,Fernseher aus,16.628205128205128
348_speech_false_Alarm_aus,Alarm aus,11.602564102564102
352_speech_false_Staubsauger_aus,Staubsauger aus,8.602564102564102
360_speech_false_Radio_aus_Licht_aus,Licht aus,18.756410256410255
362_speech_true_Heizung_aus,Heizung aus,20.96153846153846
365_speech_false_Fernseher_an_Lüftung_aus,Lüftung aus,11.653846153846153
366_speech_true_Heizung_an_Licht_aus,Ofen aus,12.14102564102564
366_speech_true_Heizung_an_Licht_aus,Heizung aus,23.987179487179485
368_speech_false_Radio_an_Radio_aus,Radio an,7.1923076923076925
372_speech_true_Alarm_an,Fernseher an,6.4743589743589745
383_speech_true_Fernseher_an,Fernseher an,11.064102564102564
385_speech_true_Licht_an,Lüftung an,12.192307692307692
386_speech_true_Lüftung_aus,Lüftung aus,14.217948717948717
388_speech_true_Ofen_an,Staubsauger an,6.243589743589744
388_speech_true_Ofen_an,Staubsauger an,9.628205128205128
389_speech_true_Alarm_aus,Alarm aus,11.833333333333334
390_speech_true_Radio_an,Radio an,13.371794871794872
394_speech_false_Licht_an,Licht an,15.85897435897436
396_speech_true_Heizung_aus,Heizung aus,7.884615384615385
397_speech_false_Lüftung_aus,Lüftung aus,10.064102564102564
398_speech_false_Ofen_an_Heizung_aus,Ofen an,7.166666666666667
398_speech_false_Ofen_an_Heizung_aus,Heizung aus,11.115384615384615
401_speech_true_Staubsauger_an,Staubsauger an,7.089743589743589
403_speech_false_Fernseher_aus,Fernseher aus,7.705128205128205
404_speech_true_Lüftung_aus,Lüftung aus,14.679487179487179
405_speech_false_Lüftung_an,Lüftung an,11.243589743589743
410_speech_false_Radio_aus_Alarm_aus,Radio aus,11.525641025641026
410_speech_false_Radio_aus_Alarm_aus,Alarm aus,18.73076923076923
411_speech_true_Licht_an_Staubsauger_an,Lüftung an,7.371794871794871
413_speech_false_Fernseher_aus,Fernseher aus,12.807692307692308
418_speech_true_Alarm_aus_Lüftung_an,Lüftung an,23.32051282051282
419_speech_false_Radio_an_Heizung_aus,Heizung aus,24.012820512820515
420_speech_true_Staubsauger_aus_Licht_an,Staubsauger aus,15.26923076923077
420_speech_true_Staubsauger_aus_Licht_an,Lüftung an,26.602564102564102
421_speech_true_Fernseher_aus_Ofen_an,Fernseher aus,9.115384615384615
422_speech_false_Licht_aus_Heizung_an,Lüftung aus,3.0128205128205128
425_speech_false_Staubsauger_aus_Ofen_an,Ofen an,6.884615384615385
427_speech_true_Alarm_aus,Alarm aus,8.115384615384615
429_speech_true_Heizung_an,Heizung aus,14.217948717948717
433_speech_false_Fernseher_an,Fernseher an,20.91025641025641
434_speech_true_Heizung_an,Heizung an,11.679487179487179
435_speech_false_Licht_aus,Lüftung aus,12.397435897435898
438_speech_false_Ofen_aus,Ofen aus,11.294871794871796
441_speech_true_Staubsauger_an,Heizung an,2.3205128205128203
445_speech_true_Ofen_aus,Ofen aus,9.371794871794872
447_speech_true_Alarm_an_Licht_aus,Fernseher aus,4.987179487179487
447_speech_true_Alarm_an_Licht_aus,Lüftung aus,13.243589743589743
460_speech_false_Lüftung_an_Alarm_aus,Lüftung an,5.1923076923076925
460_speech_false_Lüftung_an_Alarm_aus,Alarm aus,9.705128205128204
461_speech_true_Heizung_an_Staubsauger_aus,Heizung an,10.26923076923077
461_speech_true_Heizung_an_Staubsauger_aus,Staubsauger aus,15.782051282051283
463_speech_false_Licht_an_Heizung_aus,Licht an,4.320512820512821
463_speech_false_Licht_an_Heizung_aus,Lüftung aus,12.474358974358974
466_speech_false_Licht_aus_Ofen_an,Lüftung aus,8.26923076923077
467_speech_false_Heizung_aus_Licht_an,Heizung aus,7.884615384615385
473_speech_false_Fernseher_an,Fernseher an,13.423076923076923
475_speech_false_Lüftung_aus_Heizung_an,Lüftung aus,10.346153846153847
475_speech_false_Lüftung_aus_Heizung_an,Heizung an,14.26923076923077
476_speech_true_Fernseher_aus_Licht_aus,Fernseher aus,14.08974358974359
476_speech_true_Fernseher_aus_Licht_aus,Lüftung aus,17.371794871794872
478_speech_true_Radio_an,Staubsauger aus,5.8076923076923075
478_speech_true_Radio_an,Alarm aus,10.73076923076923
479_speech_true_Licht_an,Staubsauger aus,7.884615384615385
491_speech_false_Licht_an_Licht_aus,Lüftung aus,16.346153846153847
494_speech_true_Ofen_aus,Ofen aus,11.73076923076923
498_speech_true_Heizung_aus_Lüftung_an,Heizung aus,4.4743589743589745
500_speech_true_Fernseher_an_Licht_aus,Fernseher an,3.7564102564102564
500_speech_true_Fernseher_an_Licht_aus,Lüftung aus,14.320512820512821
502_speech_false_Licht_aus,Lüftung aus,22.166666666666668
503_speech_true_Alarm_aus_Licht_an,Alarm aus,4.371794871794872
513_speech_false_Staubsauger_aus,Staubsauger aus,10.987179487179487
515_speech_false_Alarm_aus_Radio_aus,Alarm aus,9.833333333333334
515_speech_false_Alarm_aus_Radio_aus,Radio aus,12.346153846153847
516_speech_true_Staubsauger_an_Radio_an,Staubsauger an,10.217948717948717
518_speech_true_Heizung_aus,Heizung aus,7.884615384615385
518_speech_true_Heizung_aus,Heizung aus,9.705128205128204
519_speech_true_Fernseher_an,Fernseher an,9.807692307692308
520_speech_false_Lüftung_aus,Lüftung aus,8.012820512820513
521_speech_false_Licht_an,Lüftung an,8.884615384615385
544_speech_false_Heizung_aus,Fernseher aus,21.012820512820515
570_speech_true_Lüftung_an_Heizung_aus,Staubsauger aus,16.32051282051282
571_speech_false_Fernseher_aus,Fernseher aus,13.73076923076923
572_speech_true_Heizung_an_Licht_an,Licht aus,13.653846153846153
572_speech_true_Heizung_an_Licht_an,Heizung an,26.474358974358974
572_speech_true_Heizung_an_Licht_an,Licht an,28.756410256410255
573_speech_true_Alarm_aus,Alarm aus,15.115384615384615
575_speech_true_Ofen_an,Lüftung an,7.371794871794871
575_speech_true_Ofen_an,Ofen an,12.935897435897436
576_speech_true_Radio_an,Radio an,7.294871794871795
577_speech_true_Staubsauger_aus,Staubsauger aus,14.320512820512821
586_speech_true_Radio_aus_Licht_an,Radio aus,5.166666666666667
590_speech_false_Fernseher_an_Heizung_aus,Licht aus,17.243589743589745
591_speech_true_Licht_an_Lüftung_aus,Lüftung aus,11.08974358974359
592_speech_true_Fernseher_an,Fernseher aus,12.5
598_speech_true_Alarm_an_Heizung_aus,Alarm an,1.7820512820512822
599_speech_true_Ofen_an,Fernseher an,4.294871794871795
599_speech_true_Ofen_an,Ofen an,11.012820512820513
600_speech_false_Heizung_an,Heizung an,9.679487179487179
603_speech_false_Heizung_aus,Fernseher aus,20.346153846153847
634_speech_true_Heizung_aus,Staubsauger aus,17.525641025641026
635_speech_true_Licht_an,Licht an,14.012820512820513
635_speech_true_Licht_an,Lüftung an,34.14102564102564
636_speech_true_Licht_an_Lüftung_aus,Licht aus,17.987179487179485
636_speech_true_Licht_an_Lüftung_aus,Lüftung aus,32.93589743589744
638_speech_true_Heizung_an,Heizung aus,33.756410256410255
644_speech_false_Licht_aus,Lüftung aus,12.628205128205128
648_speech_true_Heizung_an_Licht_aus,Lüftung aus,14.423076923076923
650_speech_true_Staubsauger_an_Ofen_an,Staubsauger an,5.141025641025641
650_speech_true_Staubsauger_an_Ofen_an,Ofen an,10.423076923076923
651_speech_false_Fernseher_an_Radio_aus,Fernseher an,8.653846153846153
651_speech_false_Fernseher_an_Radio_aus,Radio aus,12.705128205128204
673_speech_true_Licht_aus_Fernseher_an,Lüftung aus,9.08974358974359
675_speech_false_Alarm_an_Lüftung_aus,Lüftung aus,11.346153846153847
676_speech_true_Heizung_aus,Staubsauger aus,12.602564102564102
677_speech_true_Staubsauger_an,Lüftung aus,5.115384615384615
677_speech_true_Staubsauger_an,Staubsauger an,6.115384615384615
679_speech_true_Radio_aus,Lüftung aus,9.525641025641026
681_speech_true_Alarm_aus_Radio_an,Radio an,8.653846153846153
682_speech_true_Heizung_an,Staubsauger an,9.26923076923077
705_speech_false_Lüftung_aus,Lüftung aus,13.85897435897436
706_speech_true_Heizung_an,Heizung aus,8.346153846153847
707_speech_false_Licht_aus,Lüftung aus,12.833333333333334
708_speech_false_Heizung_an,Heizung an,7.141025641025641
710_speech_false_Heizung_aus_Licht_aus,Heizung aus,6.089743589743589
710_speech_false_Heizung_aus_Licht_aus,Licht aus,8.756410256410257
711_speech_true_Heizung_an_Licht_aus,Heizung aus,6.67948717948718
713_speech_false_Ofen_an,Ofen an,6.064102564102564
715_speech_false_Alarm_an_Radio_aus,Alarm an,5.730769230769231
715_speech_false_Alarm_an_Radio_aus,Radio aus,7.730769230769231
717_speech_true_Lüftung_aus,Lüftung aus,5.602564102564102
723_speech_true_Ofen_aus,Ofen aus,9.474358974358974
725_speech_false_Alarm_aus,Alarm aus,4.602564102564102
729_speech_false_Ofen_an,Ofen an,7.884615384615385
731_speech_false_Radio_aus,Ofen aus,13.91025641025641
732_speech_true_Alarm_an,Alarm an,10.038461538461538
736_speech_false_Licht_aus,Licht aus,13.833333333333334
737_speech_true_Fernseher_an,Fernseher an,9.166666666666666
739_speech_false_Radio_aus_Licht_aus,Radio aus,11.935897435897436
739_speech_false_Radio_aus_Licht_aus,Licht aus,18.987179487179485
741_speech_false_Staubsauger_aus,Staubsauger aus,14.525641025641026
743_speech_false_Ofen_an_Lüftung_an,Ofen an,9.012820512820513
743_speech_false_Ofen_an_Lüftung_an,Lüftung an,11.474358974358974
745_speech_false_Alarm_an_Radio_an,Alarm an,12.474358974358974
745_speech_false_Alarm_an_Radio_an,Radio an,15.423076923076923
747_speech_false_Licht_aus_Heizung_an,Lüftung aus,16.525641025641026
754_speech_false_Licht_aus,Licht aus,12.576923076923077
755_speech_true_Alarm_an,Staubsauger an,3.5256410256410255
755_speech_true_Alarm_an,Alarm an,13.85897435897436
758_speech_true_Staubsauger_an,Radio an,14.064102564102564
759_speech_true_Alarm_aus_Radio_an,Radio aus,9.756410256410257
761_speech_true_Fernseher_an_Licht_aus,Lüftung aus,15.833333333333334
762_speech_false_Heizung_an_Lüftung_aus,Lüftung aus,17.166666666666668
764_speech_true_Ofen_an,Ofen an,23.03846153846154
766_speech_true_Licht_an,Licht aus,14.371794871794872
767_speech_true_Licht_aus_Fernseher_aus_Alarm_an,Alarm an,27.012820512820515
812_speech_true_Fernseher_an,Staubsauger aus,14.012820512820513
812_speech_true_Fernseher_an,Fernseher an,17.115384615384617
813_speech_true_Licht_aus,Alarm aus,0.858974358974359
813_speech_true_Licht_aus,Licht aus,10.038461538461538
813_speech_true_Licht_aus,Licht aus,20.346153846153847
814_speech_true_Lüftung_an,Lüftung an,20.423076923076923
815_speech_false_Licht_aus,Licht aus,5.705128205128205
817_speech_false_Fernseher_an_Heizung_aus,Fernseher an,3.6794871794871793
817_speech_false_Fernseher_an_Heizung_aus,Heizung aus,7.576923076923077
818_speech_true_Lüftung_an,Lüftung an,12.833333333333334
819_speech_true_Licht_aus_Heizung_an,Licht aus,7.833333333333333
819_speech_true_Licht_aus_Heizung_an,Heizung an,12.935897435897436
829_speech_true_Staubsauger_an,Staubsauger an,11.935897435897436
833_speech_true_Fernseher_aus,Fernseher aus,5.32051282051282
834_speech_true_Heizung_aus,Heizung aus,11.628205128205128
865_speech_false_Licht_aus_Radio_aus,Lüftung aus,7.5
865_speech_false_Licht_aus_Radio_aus,Radio aus,10.961538461538462
870_speech_true_Heizung_an,Heizung an,7.038461538461538
873_speech_true_Lüftung_aus,Lüftung aus,9.192307692307692
874_speech_false_Fernseher_aus,Fernseher aus,16.26923076923077
875_speech_false_Ofen_aus,Ofen aus,7.858974358974359
878_speech_true_Staubsauger_an_Alarm_an,Staubsauger an,7.1923076923076925
879_speech_false_Heizung_aus,Staubsauger aus,11.91025641025641
881_speech_true_Radio_an_Fernseher_aus,Radio an,2.858974358974359
881_speech_true_Radio_an_Fernseher_aus,Fernseher aus,13.448717948717949
882_speech_true_Licht_an,Staubsauger aus,2.576923076923077
907_speech_false_Lüftung_aus,Alarm aus,5.217948717948718
908_speech_false_Lüftung_an,Lüftung an,4.987179487179487
912_speech_false_Licht_aus,Licht aus,5.602564102564102
914_speech_false_Ofen_aus_Radio_an,Ofen aus,4.551282051282051
945_speech_false_Alarm_an,Alarm an,5.448717948717949
947_speech_false_Radio_aus_Ofen_aus,Radio aus,2.064102564102564
947_speech_false_Radio_aus_Ofen_aus,Staubsauger aus,3.551282051282051
949_speech_true_Lüftung_aus,Lüftung aus,15.679487179487179
950_speech_false_Licht_an,Lüftung an,3.858974358974359
952_speech_false_Ofen_aus_Staubsauger_aus,Ofen aus,4.038461538461538
965_speech_true_Alarm_aus,Staubsauger aus,4.089743589743589
967_speech_true_Licht_an_Radio_an,Licht an,6.602564102564102
967_speech_true_Licht_an_Radio_an,Radio an,8.653846153846153
970_speech_true_Fernseher_an,Fernseher an,9.5
973_speech_true_Lüftung_an,Staubsauger an,0.9102564102564102
973_speech_true_Lüftung_an,Lüftung aus,11.833333333333334
974_speech_true_Alarm_aus,Alarm aus,11.012820512820513
976_speech_true_Radio_aus,Radio aus,10.423076923076923
977_speech_true_Staubsauger_aus,Staubsauger aus,8.653846153846153
980_speech_false_Ofen_aus,Licht aus,2.6538461538461537
980_speech_false_Ofen_aus,Fernseher aus,13.012820512820513
983_speech_true_Staubsauger_aus_Heizung_aus,Lüftung an,6.346153846153846
983_speech_true_Staubsauger_aus_Heizung_aus,Staubsauger aus,14.807692307692308
984_speech_true_Alarm_an,Alarm an,12.833333333333334
984_speech_true_Alarm_an,Lüftung aus,18.397435897435898
989_speech_true_Lüftung_an,Lüftung an,15.679487179487179
990_speech_false_Alarm_an,Alarm an,11.474358974358974
992_speech_true_Radio_an,Radio an,9.782051282051283
993_speech_false_Ofen_aus_Staubsauger_aus,Ofen aus,8.064102564102564
996_speech_false_Heizung_an_Licht_aus,Heizung an,7.012820512820513
996_speech_false_Heizung_an_Licht_aus,Staubsauger aus,10.448717948717949
997_speech_false_Ofen_aus,Ofen aus,5.551282051282051
998_speech_false_Radio_aus_Alarm_an,Radio aus,8.576923076923077
1010_speech_true_Radio_an,Alarm an,12.628205128205128
1011_speech_true_Fernseher_an,Staubsauger an,2.730769230769231
1011_speech_true_Fernseher_an,Lüftung an,15.243589743589743
1012_speech_true_Heizung_aus,Heizung aus,11.782051282051283
1013_speech_true_Alarm_an,Alarm an,10.85897435897436
1014_speech_true_Licht_aus,Alarm aus,1.7564102564102564
1015_speech_false_Lüftung_aus,Lüftung aus,11.961538461538462
1016_speech_true_Ofen_an,Radio an,3.141025641025641
1016_speech_true_Ofen_an,Heizung an,6.346153846153846
1017_speech_false_Staubsauger_aus,Staubsauger aus,10.192307692307692
1036_speech_false_Licht_aus,Lüftung aus,23.32051282051282
1039_speech_false_Heizung_an,Heizung an,14.653846153846153
1042_speech_false_Radio_an_Staubsauger_aus,Staubsauger aus,17.21794871794872
1057_speech_false_Fernseher_an_Licht_aus,Heizung aus,3.628205128205128
1057_speech_false_Fernseher_an_Licht_aus,Fernseher an,8.602564102564102
1057_speech_false_Fernseher_an_Licht_aus,Licht aus,11.935897435897436
1058_speech_true_Licht_an_Licht_aus,Licht an,11.26923076923077
1058_speech_true_Licht_an_Licht_aus,Licht aus,21.397435897435898
1059_speech_false_Lüftung_aus,Lüftung aus,16.08974358974359
1059_speech_false_Lüftung_aus,Lüftung an,22.884615384615383
1060_speech_false_Alarm_aus_Licht_an,Licht an,9.371794871794872
1062_speech_true_Ofen_aus_Alarm_an,Staubsauger an,2.91025641025641
1062_speech_true_Ofen_aus_Alarm_an,Ofen aus,6.730769230769231
1062_speech_true_Ofen_aus_Alarm_an,Alarm an,11.73076923076923
1064_speech_true_Radio_an,Radio an,13.115384615384615
1071_speech_true_Ofen_aus_Radio_aus_Lüftung_an,Ofen aus,5.089743589743589
1071_speech_true_Ofen_aus_Radio_aus_Lüftung_an,Radio aus,6.576923076923077
